,id,date,activity,circumplex.arousal,circumplex.valence,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,3_day_avg_mood,3_day_avg_activity,productivity_to_social_ratio,productivity_attribute,social_attribute,mood_quantiles
40,AS14.01,2014-04-04,0.12668931120732582,0.2,0.4,6.2,881.979,2957.743,33.656,0.0,0.0,0.0,58.754,989.112,47.657,0.0,128.692,0.0,2.0,3295.006999969483,1.0,6.3,0.08986610868646684,0.0009767838025802722,0.0,1022.7679999999999,Q1
41,AS14.01,2014-04-05,0.1190023022034455,-0.4,0.6,6.8,451.499,1208.282,0.0,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,3.0,1882.5119998455052,1.0,6.366666666666667,0.09261479818466345,0.0027456837850898387,0.0,363.208,Q2
42,AS14.01,2014-04-06,0.06440779944246815,-0.75,0.5,6.5,489.216,1444.189,0.0,0.0,114.406,0.0,65.636,123.714,0.0,0.0,46.249,0.0,4.0,2391.862000226975,1.0,6.466666666666668,0.09831002870640414,0.008018345975592155,0.0,123.714,Q1
43,AS14.01,2014-04-07,0.050670621174317886,-0.6666666666666666,0.25,6.5,735.223,2690.637,14.201999999999998,46.128,0.0,0.0,73.053,876.78,60.247,0.0,5.064,0.0,1.0,2388.80299949646,1.0,6.5,0.10336647095107983,46.12912109885625,46.128,890.982,Q1
44,AS14.01,2014-04-08,0.07532705826134849,-0.4,0.3333333333333333,6.6,715.51,4354.424,127.95700000000001,19.131,0.0,0.0,50.412000000000006,1036.991,0.0,0.0,36.143,0.0,1.0,5578.904001951219,1.0,6.6000000000000005,0.07802690760674384,19.13185767118259,19.131,1164.948,Q1
45,AS14.01,2014-04-09,0.12038411453232876,-0.8,1.0,7.4,808.373,3989.165,31.185000000000002,0.0,0.0,0.0,42.256,2148.623,0.0,0.0,31.395,0.0,4.0,6106.71100139618,1.0,6.533333333333334,0.06346849295937818,0.000458545639964637,0.0,2179.808,Q3
46,AS14.01,2014-04-10,0.07896310519489107,-0.4,0.8,7.4,569.488,2129.187,80.96799999999999,0.0,1.059,0.0,66.89,960.095,0.0,0.0,184.397,0.0,7.0,2450.621999502183,1.0,6.833333333333333,0.08212726465599839,0.0009596348781215722,0.0,1041.063,Q3
47,AS14.01,2014-04-11,0.07998620207306052,-1.2,0.8,7.0,622.105,2558.446,65.875,94.093,0.0,0.0,51.452,596.807,34.234,0.0,132.267,0.0,5.5,3464.702000379562,1.0,7.133333333333333,0.0915580926628561,94.0945067457005,94.093,662.682,Q2
48,AS14.01,2014-04-12,0.07224906147031816,-0.75,0.75,7.25,256.139,1074.837,19.607,0.0,0.0,0.0,79.033,264.432,5.031,0.0,166.43099999999998,0.0,4.0,1398.79700088501,1.0,7.266666666666667,0.09311114060009346,0.0035082918477822335,0.0,284.039,Q3
49,AS14.01,2014-04-13,0.014021328954370726,-1.25,1.0,8.0,313.195,625.787,39.477999999999994,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,2.5,929.8209991455086,1.0,7.216666666666666,0.0770661229127566,82.42633688983729,82.413,73.97999999999999,Q4
50,AS14.01,2014-04-14,0.08388731446988419,-1.2,0.6,7.2,734.352,3226.279,67.091,89.32300000000001,0.0,0.0,107.916,726.033,29.104,0.0,257.22,0.0,1.0,4047.0189993381496,1.0,7.416666666666667,0.055418864165916466,89.32425924918527,89.32300000000001,793.124,Q3
51,AS14.01,2014-04-15,0.09011215278072526,0.0,0.8,6.4,1120.035,4050.979,213.175,13.043,0.0,0.0,48.597,1939.032,8.363,0.0,127.974,0.0,8.0,4120.126998186111,1.0,7.483333333333333,0.056719234964857694,13.043464423531969,13.043,2152.207,Q1
99,AS14.02,2014-03-16,0.1680684149503257,0.0,0.0,6.333333333333333,452.18,1206.512,0.0,0.0,0.0,0.0,308.266,181.591,0.0,0.0,0.0,0.0,4.0,2254.3989996910095,1.0,6.333333333333333,0.1680684149503257,0.005476721196554047,0.0,181.591,Q1
100,AS14.02,2014-03-17,0.1680684149503257,0.5,0.5,6.75,572.061,2306.235,1.089,0.0,0.0,0.0,103.699,103.02799999999999,0.0,0.0,0.0,0.0,4.0,3796.8800013065343,1.0,6.333333333333333,0.1680684149503257,0.009513209090822608,0.0,104.11699999999999,Q2
101,AS14.02,2014-03-18,0.21948438425543756,0.6,0.8,8.2,677.681,1951.777,15.459000000000001,0.0,0.0,0.0,88.72200000000001,212.364,0.0,0.0,0.0,0.0,15.0,3338.856001138686,1.0,6.541666666666666,0.1680684149503257,0.00437019005956569,0.0,227.823,Q4
102,AS14.02,2014-03-19,0.31563175685064315,0.4,0.4,6.8,766.74,1768.821,111.42699999999999,0.0,0.0,0.0,105.536,47.815,567.165,0.0,0.0,0.0,5.0,3685.469000816345,1.0,7.094444444444444,0.185207071385363,0.006240561151258721,0.0,159.242,Q2
103,AS14.02,2014-03-20,0.23902496021034736,-0.5,0.75,7.25,828.124,1713.287,30.814,0.0,0.0,0.0,86.857,131.598,0.0,0.0,0.0,0.0,10.0,2901.054001092911,1.0,7.25,0.23439485201880214,0.0061195016277874326,0.0,162.412,Q3
104,AS14.02,2014-03-21,0.28962792490010747,-0.75,0.75,7.5,838.933,1344.521,18.491,0.0,0.0,0.0,37.944,388.021,442.296,0.0,0.0,0.0,10.0,3148.5419993400583,1.0,7.416666666666667,0.2580470337721427,0.002453915467519975,0.0,406.512,Q3
105,AS14.02,2014-03-22,0.44604368683290135,-1.0,-0.5,6.5,976.335,1745.644,86.36,0.0,0.0,0.0,43.204,408.66700000000003,780.617,0.0,0.0,0.0,25.0,4683.95600271225,1.0,7.183333333333334,0.28142821398703266,0.0020160192892725594,0.0,495.02700000000004,Q1
106,AS14.02,2014-03-23,0.26969715703353236,-1.0,0.0,6.25,644.061,1241.311,94.34700000000001,0.0,0.0,0.0,27.543,171.994,1119.387,0.0,0.0,0.0,8.0,2861.1730008125305,1.0,7.083333333333333,0.32489885731445206,0.003740541106676492,0.0,266.341,Q1
107,AS14.02,2014-03-24,0.15612466250149995,0.2,-0.2,6.4,504.979,895.092,107.881,0.0,0.0,0.0,81.80799999999999,232.801,0.0,0.0,0.0,0.0,5.0,1848.1489992141724,1.2,6.75,0.33512292292218043,0.0029266979238004925,0.0,340.682,Q1
108,AS14.02,2014-03-25,0.23051365485645373,-1.25,0.75,7.75,887.078,1355.016,36.23,0.0,0.0,0.0,50.375,148.447,0.0,0.0,0.0,0.0,7.0,2898.6929998397836,1.4,6.383333333333333,0.29062183545597786,0.005385696666792333,0.0,184.677,Q4
109,AS14.02,2014-03-26,0.29395346240584214,-1.2,0.4,7.2,664.945,1478.846,174.794,0.0,0.0,0.0,41.95,688.913,0.0,0.0,0.0,0.0,5.0,3454.7970006465907,1.6,6.8,0.21877849146382866,0.0011564610902883867,0.0,863.707,Q3
110,AS14.02,2014-03-27,0.22884900892215096,0.0,0.5,7.25,637.13,1942.047,43.096000000000004,0.0,0.0,0.0,86.3,81.366,0.0,0.0,67.163,0.0,3.0,2965.298998832703,1.8,7.116666666666667,0.22686392658793195,0.007970540880904178,0.0,124.462,Q3
111,AS14.02,2014-03-28,0.26159832807813954,-0.6,0.6,6.8,540.685,1097.206,155.797,0.0,0.0,0.0,90.449,701.253,0.0,0.0,0.0,0.0,8.0,2830.5079994201665,2.0,7.3999999999999995,0.25110537539481564,0.001165433249810617,0.0,857.0500000000001,Q2
112,AS14.02,2014-03-29,0.432469355060395,-0.75,0.25,7.25,855.984,832.467,11.649,0.0,0.0,0.0,52.841,523.854,501.644,0.0,0.0,0.0,4.0,2534.3809974193578,1.5,7.083333333333333,0.26146693313537755,0.001863922475736389,0.0,535.503,Q3
113,AS14.02,2014-03-30,0.24188730879396786,-1.0,0.75,7.0,541.81,670.762,155.89,0.0,0.0,0.0,113.22800000000001,322.901,0.0,0.0,0.0,0.0,10.0,1927.4619991779332,1.0,7.1000000000000005,0.3076388973535618,0.0020842408465352623,0.0,478.791,Q2
114,AS14.02,2014-03-31,0.15637292366427655,-0.8,0.4,7.2,788.088,1537.258,67.7,0.0,0.0,0.0,49.515,281.299,0.0,0.0,0.0,0.0,14.0,3059.373999357223,2.0,7.016666666666667,0.3119849973108342,0.0028571510204314873,0.0,348.99899999999997,Q3
115,AS14.02,2014-04-01,0.26196053218905446,-0.2,0.8,7.4,955.739,1055.177,76.976,0.0,0.0,0.0,151.11,191.121,72.778,0.0,0.0,0.0,2.0,2820.3129968643193,1.0,7.1499999999999995,0.27690986250621313,0.003716132101063929,0.0,268.097,Q3
116,AS14.02,2014-04-02,0.3191205617996335,-0.6,-0.2,6.4,873.153,2098.249,125.259,0.0,0.0,0.0,128.744,317.901,0.0,0.0,0.0,0.0,2.0,3289.0230011940002,1.0,7.2,0.22007358821576628,0.0022514409221902018,0.0,443.16,Q1
117,AS14.02,2014-04-03,0.32250583990998866,-0.25,0.0,5.75,706.836,2954.158,63.417,0.0,0.0,0.0,56.132,122.42099999999999,318.294,0.0,0.0,0.0,2.0,4557.413001060487,1.0,7.0,0.24581800588432148,0.005352230274355324,0.0,185.838,Q1
118,AS14.02,2014-04-04,0.22727035660896047,-1.2,0.2,6.4,646.115,1465.4,23.711,0.0,0.0,0.0,113.572,141.32,0.0,0.0,0.0,0.0,5.0,2795.3510010242467,1.0,6.516666666666667,0.3011956446328922,0.006022971613734785,0.0,165.031,Q1
119,AS14.02,2014-04-05,0.32191972248052525,0.0,0.6,7.4,807.71,1914.226,216.122,0.0,0.0,0.0,100.89699999999999,258.611,239.003,0.0,0.0,0.0,9.0,3292.13700079918,1.0,6.183333333333334,0.28963225277286087,0.0021020194100472324,0.0,474.733,Q3
120,AS14.02,2014-04-06,0.21520952016085249,-1.0,-1.25,4.5,294.646,940.9350000000001,114.141,0.0,0.0,0.0,30.011000000000003,391.54200000000003,0.0,0.0,0.0,0.0,6.0,1918.1669986248014,1.0,6.516666666666667,0.29056530633315814,0.0019736205872310695,0.0,505.68300000000005,Q1
121,AS14.02,2014-04-07,0.13652373439609958,0.0,0.6,6.8,549.947,1493.2150000000001,28.509,0.0,0.0,0.0,106.148,1076.253,0.0,0.0,0.0,0.0,2.0,4185.80499792099,1.0,6.1000000000000005,0.2547998664167794,0.0009043537397740201,0.0,1104.762,Q2
122,AS14.02,2014-04-08,0.26195103762156396,-0.25,0.5,6.25,609.52,1753.374,56.786,0.0,0.0,0.0,134.434,636.253,0.0,0.0,0.0,0.0,10.0,3120.5959994792947,1.0,6.233333333333333,0.22455099234582576,0.0014408412207383159,0.0,693.039,Q1
123,AS14.02,2014-04-09,0.24720984804489024,-0.5,0.25,7.25,759.952,1566.952,143.148,0.0,0.0,0.0,61.397,294.321,0.0,0.0,0.0,0.0,12.0,2976.478000640869,1.0,5.8500000000000005,0.20456143072617197,0.0022806629431043014,0.0,437.46900000000005,Q3
124,AS14.02,2014-04-10,0.2607506038432931,0.25,0.75,7.25,524.94,1683.1680000000001,186.524,0.0,0.0,0.0,52.714,566.807,175.173,0.0,2.045,0.0,1.0,3112.581998586655,1.0,6.766666666666667,0.21522820668751794,0.0013256779848634086,0.0,753.331,Q3
125,AS14.02,2014-04-11,0.4244814273084369,-0.5,0.5,6.5,772.86,1880.044,264.015,0.0,0.0,0.0,62.193,319.645,630.929,0.0,0.0,0.0,7.0,4252.821001052856,1.0,6.916666666666667,0.2566371631699158,0.0017103957855847845,0.0,583.66,Q1
126,AS14.02,2014-04-12,0.3783017333120427,-2.0,-1.0,6.0,763.847,1121.423,0.0,0.0,0.0,0.0,11.016,157.19199999999998,362.185,0.0,6.986,0.0,6.0,2417.01800107956,1.0,7.0,0.31081395973220677,0.006321432183675534,0.0,157.19199999999998,Q1
127,AS14.02,2014-04-13,0.28982011828279997,-0.6,0.4,7.2,348.993,728.851,109.062,0.0,0.0,0.0,28.500999999999998,123.071,159.646,0.0,0.0,0.0,1.0,1644.5009980201726,4.0,6.583333333333333,0.3545112548212576,0.004289397039458164,0.0,232.13299999999998,Q3
128,AS14.02,2014-04-14,0.18707405017212794,0.75,1.0,8.0,407.716,1460.04,95.772,0.0,0.0,0.0,21.182,56.817,0.0,0.0,84.488,0.0,8.0,2608.593000888825,7.0,6.566666666666666,0.3642010929677599,0.006510882940835606,0.0,152.589,Q4
129,AS14.02,2014-04-15,0.1736288831786874,-0.5,0.5,7.25,65.101,92.259,19.658,0.0,0.0,0.0,0.0,25.386000000000003,0.0,0.0,0.0,0.0,14.0,259.1410002708435,1.0,7.066666666666666,0.2850653005889902,0.02171835635479107,0.0,45.044000000000004,Q3
130,AS14.02,2014-04-16,0.3532763532763534,-0.3333333333333333,0.3333333333333333,6.666666666666667,59.239000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,109.28399968147278,1.0,7.483333333333333,0.2168410172112051,1.0,0.0,0.0,Q2
168,AS14.03,2014-03-21,0.1913883086450861,1.0,2.0,9.0,61.70399999999999,709.386,83.443,0.0,0.0,10.046,105.46000000000001,0.0,0.0,0.0,0.0,0.0,5.0,1293.5610010623936,2.0,9.0,0.1913883086450861,10.057842307828949,10.046,83.443,Q4
169,AS14.03,2014-03-22,0.1913883086450861,0.8,1.0,7.8,146.326,349.251,212.831,0.0,0.0,0.0,89.216,0.0,168.545,0.0,4.35,0.0,8.0,1031.2650001049044,1.0,9.0,0.1913883086450861,0.004676590391477382,0.0,212.831,Q4
170,AS14.03,2014-03-23,0.1002466983942117,-0.2,1.2,8.2,235.005,611.4010000000001,294.176,36.364,0.0,7.623,161.499,0.0,275.40500000000003,0.0,0.0,44.854,1.0,1884.5020005702977,1.0,8.4,0.1913883086450861,43.99038780930699,43.986999999999995,294.176,Q4
171,AS14.03,2014-03-24,0.090740222421567,-0.6,1.4,7.8,38.585,837.814,398.361,105.21700000000001,0.0,22.283,211.078,0.0,0.0,11.064,5.136,0.0,3.0,2099.176999807358,1.0,8.333333333333334,0.16100777189479462,127.50250400014023,127.50000000000001,398.361,Q4
172,AS14.03,2014-03-25,0.13276828552349199,-0.4,1.2,7.8,141.374,1172.364,338.802,0.0,0.0,29.642,44.311,0.0,0.0,47.324,28.843000000000004,0.0,6.0,2560.412000179291,1.0,7.933333333333334,0.12745840982028825,29.64494289027139,29.642,338.802,Q4
173,AS14.03,2014-03-26,0.0911532011403041,0.5,1.0,8.25,118.63900000000001,1123.727,438.068,22.108,0.0,20.684,72.68,0.0,12.84,7.649,0.0,0.0,1.0,2511.2559988498692,1.0,7.933333333333334,0.10791840211309023,42.79427755154099,42.792,438.068,Q4
174,AS14.03,2014-03-27,0.10319575369873081,0.25,0.5,7.75,108.486,931.662,229.815,0.0,0.0,13.437,60.032,0.0,0.0,0.0,17.490000000000002,0.0,3.0,1556.4150011539455,1.0,7.95,0.1048872363617877,13.44133247405931,13.437,229.815,Q4
175,AS14.03,2014-03-28,0.10467928797906652,-0.5,1.5,8.0,35.607,940.879,193.423,0.0,0.0,13.084,125.706,0.0,0.0,63.787000000000006,7.045,0.0,3.0,1743.2959980964663,1.0,7.933333333333334,0.10903908012084229,13.08914342438909,13.084,193.423,Q4
176,AS14.03,2014-03-29,0.16337733775865063,-0.2,1.6,8.6,19.31,152.928,220.97,0.0,0.0,0.0,104.425,0.0,0.0,0.0,0.0,0.0,2.0,975.1030001640321,1.0,8.0,0.09967608093936714,0.004505113303599585,0.0,220.97,Q4
177,AS14.03,2014-03-30,0.16465071526667882,-0.2,1.0,8.4,12.869,1223.623,203.617,0.0,0.0,0.0,81.723,0.0,0.0,35.267,0.0,31.955000000000002,1.0,1813.4089996814732,1.0,8.116666666666667,0.12375079314548265,0.004887179462117029,0.0,203.617,Q4
178,AS14.03,2014-03-31,0.08363358459550868,0.4,0.6,7.4,280.498,1010.48,219.118,30.165,0.0,0.0,98.786,0.0,0.0,0.0,5.16,0.0,3.0,1813.8170001506803,1.0,8.333333333333334,0.14423578033479867,30.16954301783589,30.165,219.118,Q3
179,AS14.03,2014-04-01,0.097414340146311,0.4,0.4,7.6,39.766,711.798,198.89700000000002,0.0,0.0,21.740000000000002,108.153,0.0,0.0,0.0,0.0,0.0,2.0,1471.3049991130822,1.5,8.133333333333333,0.1372205458736127,21.74500257632681,21.740000000000002,198.89700000000002,Q4
180,AS14.03,2014-04-02,0.0786881382869165,0.2,0.6,7.4,115.181,820.558,202.74699999999999,65.43900000000001,0.0,18.698999999999998,98.842,0.0,54.144999999999996,0.0,0.0,0.0,2.0,1176.5700006484985,2.0,7.8,0.11523288000283283,84.14290804772587,84.138,202.74699999999999,Q3
181,AS14.03,2014-04-03,0.08363645439998374,0.0,1.0,7.8,48.766000000000005,685.184,191.634,72.103,0.0,0.0,91.237,0.0,0.0,20.192,29.197000000000003,0.0,1.0,1019.8629999160767,2.5,7.466666666666666,0.0865786876762454,72.10819119158612,72.103,191.634,Q4
182,AS14.03,2014-04-04,0.0871065604162596,0.2,1.4,7.8,135.926,240.553,227.287,0.0,0.0,6.163,90.797,0.0,0.0,0.0,0.0,0.0,3.5,1568.6409988403311,3.0,7.6000000000000005,0.08657964427773708,6.167380450923618,6.163,227.287,Q4
183,AS14.03,2014-04-05,0.11442793762963631,1.2,1.0,7.6,90.411,1110.404,157.777,0.0,0.0,4.064,60.862,0.0,19.695999999999998,0.0,0.0,0.0,6.0,1670.963998556137,2.5,7.666666666666667,0.08314371770105328,4.070298141418467,4.064,157.777,Q4
184,AS14.03,2014-04-06,0.07677201548523706,0.2,0.8,6.8,11.062999999999999,384.475,277.813,0.0,0.0,0.0,57.429,0.0,0.0,23.094,0.0,0.0,4.0,1134.7159988880162,2.0,7.733333333333333,0.09505698414862655,0.0035866333348875414,0.0,277.813,Q2
185,AS14.03,2014-04-07,0.14406393678902962,0.2,1.0,7.4,102.182,1353.069,193.559,14.021,0.0,13.575,72.082,0.0,0.0,82.764,0.0,0.0,2.0,1651.5939993858337,1.5,7.3999999999999995,0.09276883784371098,27.601139829049284,27.596,193.559,Q3
186,AS14.03,2014-04-08,0.1038308889653645,0.4,1.2,7.4,110.171,547.532,190.014,27.089,0.0,0.0,70.913,0.0,0.0,11.128,0.0,0.0,2.0,1246.6870000362399,1.0,7.266666666666666,0.11175462996796766,27.094235218360957,27.089,190.014,Q3
187,AS14.03,2014-04-09,0.0921222333052219,0.6,1.0,7.8,23.843000000000004,586.9879999999999,157.551,31.735,0.0,16.27,74.42,0.0,0.0,50.254,0.0,0.0,3.0,888.5699996948243,1.5,7.2,0.1082222804132104,48.01130711884504,48.004999999999995,157.551,Q4
188,AS14.03,2014-04-10,0.1080663991151945,0.4,1.0,7.4,7.144,1353.088,257.274,0.0,0.0,5.217,51.843999999999994,13.22,0.0,0.0,0.0,0.0,4.0,2047.9470016956327,2.0,7.533333333333334,0.11333901968653869,5.2206833226516975,5.217,270.494,Q3
189,AS14.03,2014-04-11,0.12018808327176551,0.2,1.0,7.6,36.757999999999996,1046.671,178.559,17.149,0.0,9.16,71.801,0.0,0.0,28.343,4.513,0.0,5.0,1760.2459995746601,1.6666666666666667,7.533333333333334,0.10133984046192697,26.314569200095793,26.309,178.559,Q4
190,AS14.03,2014-04-12,0.12703734227128452,0.3333333333333333,1.0,7.666666666666667,45.853,229.648,57.671,0.0,0.0,0.0,69.868,0.0,0.0,21.096,9.33,0.0,6.0,763.1129996776579,1.3333333333333335,7.599999999999999,0.10679223856406063,0.017044195599188697,0.0,57.671,Q4
191,AS14.03,2014-04-13,0.07813754216620179,0.2,1.0,7.4,24.662,761.269,202.335,0.0,0.0,65.656,56.153,0.0,0.0,0.0,0.0,0.0,1.0,1481.2009990215286,1.0,7.555555555555556,0.11843060821941483,65.66091799247548,65.656,202.335,Q3
192,AS14.03,2014-04-14,0.09289626571780712,0.0,0.8,7.0,216.45,522.079,198.321,28.19,0.0,8.073,58.008,41.364999999999995,0.0,11.226,17.303,0.0,3.5,1068.1260006427767,1.0,7.5555555555555545,0.10845432256975061,36.26715479088938,36.263000000000005,239.68599999999998,Q2
193,AS14.03,2014-04-15,0.11955499852139129,0.2,0.8,7.6,183.766,1607.554,191.938,0.0,0.0,6.025,63.023,0.0,0.0,12.082,0.0,0.0,6.0,2601.708998203278,1.0,7.355555555555555,0.09935705005176448,6.0301830121593465,6.025,191.938,Q4
194,AS14.03,2014-04-16,0.11476816921494709,0.8,1.0,8.0,102.776,1014.49,263.522,18.113,0.0,9.028,142.801,0.0,0.0,38.227999999999994,7.662,0.0,2.0,1695.1919999122622,1.0,7.333333333333333,0.09686293546846673,27.144780403898352,27.141,263.522,Q4
234,AS14.05,2014-03-14,0.08337052096204704,-1.0,2.0,8.0,101.458,2066.498,201.631,0.0,0.0,0.0,12.107,468.649,0.0,0.0,28.657,0.0,3.0,2897.778999328614,1.5,8.0,0.08337052096204704,0.0014896913359551901,0.0,670.28,Q4
235,AS14.05,2014-03-15,0.08337052096204704,0.0,0.4,6.2,108.301,1548.181,384.394,0.0,0.0,0.0,94.475,0.0,0.0,186.877,41.317,0.0,3.0,2171.309000492096,1.6666666666666665,8.0,0.08337052096204704,0.00259474719378091,0.0,384.394,Q1
236,AS14.05,2014-03-16,0.08337052096204704,-0.6666666666666666,0.0,6.333333333333333,113.458,1255.674,193.929,0.0,0.0,0.0,53.444,0.0,0.0,55.344,28.372999999999998,0.0,3.0,2093.084999799729,1.8333333333333333,7.1,0.08337052096204704,0.0051300730009388035,0.0,193.929,Q1
237,AS14.05,2014-03-17,0.08337052096204704,-0.4,0.4,6.0,77.578,890.657,316.188,0.0,0.0,0.0,148.272,0.0,0.0,7.0680000000000005,19.328000000000003,0.0,6.0,1468.703001022339,2.0,6.844444444444444,0.08337052096204704,0.0031527043898255925,0.0,316.188,Q1
238,AS14.05,2014-03-18,0.11319590615792095,0.25,1.0,7.5,191.829,1077.238,283.452,0.0,0.0,0.0,67.334,0.0,0.0,28.289,57.916,0.0,9.0,1627.7010004520405,1.6666666666666667,6.177777777777777,0.08337052096204704,0.0035155316186913786,0.0,283.452,Q3
239,AS14.05,2014-03-19,0.13369126492653632,1.0,0.75,6.75,89.63,1801.125,263.242,0.0,0.0,0.0,63.705,0.0,0.0,23.393,15.09,0.0,6.666666666666666,2134.4300012588496,1.3333333333333335,6.611111111111111,0.09331231602733835,0.0037844097456119765,0.0,263.242,Q2
240,AS14.05,2014-03-20,0.11845679938612319,1.0,0.8,7.2,33.623,1477.191,135.524,0.0,0.0,0.0,94.28099999999999,0.0,0.0,0.0,0.0,0.0,4.333333333333333,2039.8849995136259,1.0,6.75,0.11008589734883478,0.007324719463244558,0.0,135.524,Q3
241,AS14.05,2014-03-21,0.050197722898856136,0.0,1.0,7.25,111.495,1352.949,257.779,0.0,0.0,0.0,53.848,0.0,0.0,0.0,0.0,0.0,2.0,1809.8739995956423,3.0,7.1499999999999995,0.1217813234901935,0.003864301199092662,0.0,257.779,Q3
